unit_id,d_treatment,y_baseline,y_followup
0,1,0.6128350764434203,2.7918050407275565
1,0,-0.536372617995769,-1.424814310557187
2,0,2.412085049037376,0.19082653500037883
3,1,1.248389343861018,1.3866730446448334
4,1,-0.06604631227363122,2.777874103911887
5,1,1.0277753201494662,1.667663474367584
6,1,-1.5000786436977793,-0.060753564911042224
7,1,-0.36879294532854456,0.42314621184723855
8,0,-0.0035749423148811466,1.2291745883851353
9,0,-1.0608393505989118,-1.9773719669936123
10,1,0.2447534196054964,0.8979441006449287
11,1,2.408921516490611,2.5631659280507915
12,0,-1.9599642908153248,0.17298032953677622
13,0,-2.615718213336675,-1.5096119287787084
14,0,0.7946084740051306,-1.5475609622339093
15,1,-2.430863648102676,-0.6854225000283806
16,0,-1.098147293854668,0.027266916745672387
17,0,-0.32240704650755114,-1.9074256043706665
18,0,0.12189989588742556,-1.8898432975234587
19,0,0.047430713936552404,2.4013105610913463
20,0,-0.6437973972105189,1.0521836709749897
21,1,0.7705582264068893,2.178325856465452
22,0,-0.10317436501259258,-1.2944555889986198
23,1,0.24836519424872663,0.06465225422057053
24,1,0.3975075440613818,2.280399930529483
25,0,-0.09757794636320716,0.5259731069240482
26,0,-0.48039788192190036,-1.352683545747825
27,0,1.1593742036046528,-0.7347277591435097
28,1,0.24367281264157598,2.565632285745826
29,1,2.7917668974898158,1.60579026680248
30,0,1.6912220834432001,0.5596149040217376
31,0,-2.719984287756556,-3.290565472373747
32,0,0.9642614856888745,-1.3808237666046084
33,0,0.46769017377014405,-1.016856262688221
34,1,1.395152755947972,3.077921300867671
35,1,1.4446520457424972,2.697292235821337
36,1,2.9224324275780025,3.2338242066426925
37,1,1.5539729664125614,4.481928538278832
38,1,-0.9556603197849978,1.1465423271818953
39,1,0.5271027785899376,1.7340875950262387
40,0,-1.2094573615367148,0.2918818908966153
41,1,0.4616943599828536,0.6862753985690928
42,1,2.0903889890363434,2.14874270624388
43,0,0.5140158639422698,2.209871805888413
44,1,3.318848942472239,2.8786879348790215
45,0,-1.1822806583936707,0.2119171572580415
46,1,-0.7651731134618663,3.960345538521921
47,1,2.9173067865231253,0.7629607394543978
48,0,0.8096614801643018,-1.0084160819349843
49,1,-1.2844227795858418,1.9473287462622553
50,0,2.2488804787677403,-0.11854647898708137
51,0,0.47736299842207497,0.36188947324457793
52,1,1.809187682149677,2.655987731094386
53,0,0.8335141827377575,-0.2391791391797069
54,1,-0.02970047865050529,-1.0918680019620544
55,1,-0.10967416599123236,0.11490739505375486
56,1,-2.141053092813638,0.8630632994175427
57,1,-1.1603905088739948,1.0209987362755029
58,0,-1.6108578163612481,-1.0038291317617205
59,0,0.9073888420564973,-2.731966243993256
60,0,0.38945473260826113,-0.005505156183506665
61,1,0.571644509880666,3.054457538948502
62,0,-0.2089555101184627,-2.827487022501895
63,0,-0.4498175801627724,-0.5508388915465481
64,1,1.9257919756884898,2.6459774851238986
65,0,0.6080700191721738,1.2133986046730965
66,0,0.8090460915013161,-1.731161699514661
67,0,-0.6415554766441727,-0.612866031219529
68,0,-1.164174890758055,0.2009767614982626
69,1,-2.0672221900733847,0.33986512231192506
70,0,-2.3626562302547676,-0.9147368609997459
71,1,-0.5979525950555724,3.5133902329103153
72,0,-0.1834415753969637,0.18945761772174902
73,1,1.8997145913562148,2.7206873520877393
74,1,-0.11504081867412896,1.782900087393293
75,1,-0.4986135445045423,1.9426824575833777
76,1,0.057144201084980556,0.9010851676712214
77,0,-4.012416211233256,1.3119997928421814
78,1,-0.42188968349378453,1.6852180274742863
79,0,1.2593058967386392,0.797171275863834
80,1,-0.17008023939936537,0.7653677449005094
81,0,1.522627139471403,0.6341010292734867
82,0,1.3199265176756585,0.8365371110660041
83,0,0.7933351773417456,0.30076537053592445
84,0,1.2609305432667968,-1.2186541746759947
85,1,2.6015792664637134,2.9974448673235097
86,0,-2.8273032078999307,-0.6429851439770646
87,1,0.5570694154816054,1.3097906096744591
88,0,-2.586220421671235,-1.6005229787248434
89,1,-0.42273639975096255,2.248951501859937
90,0,-0.5446730024050779,0.015610526389476909
91,0,0.7185032489392909,0.8284119682288458
92,1,0.07357936965784574,-0.7952684912145036
93,0,-2.436511360658519,-0.08952634990587283
94,0,-2.403719077837621,0.0764794358020574
95,0,-1.2127659328122558,-1.9968137891056768
96,1,0.16918892052569756,1.5843513707903363
97,0,0.9196088899155904,-0.5326307830193541
98,1,-0.9443758840780513,2.7149436391296837
99,1,-1.008174134710613,1.1448011644258216
100,1,0.7796975854232697,0.7204609415869705
101,0,0.040824031905817404,-0.018225805579874188
102,1,1.3350116015231066,2.0400696698727483
103,1,-0.5164586021576512,0.4661621107143091
104,0,-0.12404749994337039,-0.10716116577720212
105,0,-1.5862412221200195,-2.903599369460627
106,0,-0.20367857230767367,-1.6434321869183877
107,1,0.5154132309690833,0.3254234590126606
108,0,1.7395591572204028,0.7994724392290711
109,0,0.27237368572516174,-1.8478998480202014
110,1,0.77243596188381,1.870177274023698
111,0,0.34660683626662614,-2.277058508322397
112,0,0.1802281832264847,0.24424066182325244
113,1,-0.21394510409877565,2.8252233131418736
114,1,-0.22526009723901907,3.4737278145301222
115,0,-0.6710651499221516,0.3213159083227568
116,1,0.016062641283197454,1.8171204547376565
117,0,-0.311661094936982,2.019735512004797
118,0,-0.8959663427497899,-2.8678009114093177
119,0,-1.3363954744039412,0.4682230782969156
120,1,0.12287672982632603,1.0212641116944396
121,0,-2.3225213710491466,-2.4702293103755073
122,0,1.5546683069418479,0.38399128268016103
123,0,1.0544279648005936,-1.2417944599547042
124,0,-0.43315328809647125,0.11283737909134084
125,1,0.7212080624883226,2.733958213679698
126,0,0.09967212006734512,0.31881398370357406
127,0,-0.7610057810805166,2.186973424628283
128,0,0.586598220007541,1.5189194849111376
129,1,1.134547049499221,-0.3757548232112946
130,0,-0.3716836879247077,-0.26196755543095984
131,1,0.38184852965378696,1.4338712525604558
132,1,0.8036994217246674,1.3992064448186956
133,0,-1.38387321014901,-0.9351276619473213
134,1,-0.13410281628383056,1.5262158391753013
135,1,1.0116754722383339,2.7690427872028085
136,1,0.06463566565971413,1.5968345140301186
137,0,-0.3239494958904501,1.4218790808103938
138,0,1.1832583672535444,-0.5879367686821704
139,0,-0.121961225148282,-0.9710575704089488
